sku,nombre,categoria,precio,stock,stock_minimo
SKU08512,Barra Sonido Seagate,Audio,5678.46,84,30
SKU08513,Chromebook Sony,Electronica,11462.80,41,25
SKU08514,Mouse Samsung,Accesorios,486.28,3,5
SKU08515,Teclado WD,Accesorios,610.90,9,10
SKU08516,Touchpad Apple,Accesorios,948.85,19,20
SKU08517,Touchpad Acer,Accesorios,1087.12,8,5
SKU08518,Lampara Escritorio
SKU08519,Fuente Poder,Componentes,1520.59,10,15
SKU08520,Touchpad Asus,Accesorios,2238.68,2,30
SKU08521,Procesador Canon,Componentes,12067.63,46,50
SKU08522,Bocina Bluetooth Logitech,Audio,2603.40,14,30
SKU08523,Teclado Mecanico Razer,Accesorios,2950.34,15,5
SKU08524,Mouse Logitech,Accesorios,394.71,17,30
SKU08525,Audifonos Gaming Epson,Audio,807.52,11,10
SKU08526,Stylus MSI,Accesorios,1686.08,1,10
SKU08527,Mouse Ergonomico Kingston,Accesorios,1021.76,15,vacio
SKU08528,Monitor Curvo Asus,Electronica,9043.76, ,20
SKU08529,Bocina Bluetooth Anker,Audio,837.36,82,30
SKU08530,Cargador,Accesorios,362.49,48,50
SKU08531,Tarjeta Video Logitech,Componentes,11510.29,9,5
SKU08532,Teclado Anker,Accesorios,1345.78,41,50
SKU08533,Pantalla Portatil Logitech,Electronica,6101.86,1,10
SKU08534,Touchpad MSI,Accesorios,794.32,24,25
SKU08535,Touchpad LG,Accesorios,528.23,3,50
SKU08536,Monitor 4K TP-Link,Electronica,20327.90,7,30
SKU08537,Touchpad SanDisk,Accesorios,690.62,63,30
SKU08538,Mouse Gaming Anker,Accesorios,12..5,51,30
SKU08539,Bocina Seagate,Audio,1797.50,27,10
SKU08540,Bocina Epson,Audio,585.43,2,15
SKU08541,Monitor Gigabyte,Electronica,4561.60,80,50
SKU08542,HDD BenQ,Almacenamiento,2827.53,122,50
SKU08543,USB Drive HP,Almacenamiento,muchos,0,30
SKU08544,Audifonos Sony,Audio,350.80,5,5
SKU08545,Bocina Bluetooth Dell,Audio,1579.40,76,30
SKU08546,Audifonos Bluetooth Kingston,Audio,1844.38,86,30
SKU08547,Audifonos Bluetooth BenQ,Audio,1060.56,18,10
SKU08548,Cable DisplayPort,Cables,336.75,42,30
SKU08549,Cable HDMI,Cables,138.94,6,5
SKU08550,MicroSD Corsair,Almacenamiento,580.94,14,5
SKU08551,Teclado Mecanico WD,Accesorios,2137.57,10,25
SKU08552,Audifonos Dell,Audio,399.36,3,15
SKU08553,NAS Kingston,Almacenamiento,9169.71,9,20
SKU08554,USB Drive Epson,Almacenamiento,67.41,9,30
SKU08555,HDD Samsung,Almacenamiento,2114.73,45,50
SKU08556,Microfono Gigabyte,Audio,2289.37,29,15
SKU08557,Audifonos Bluetooth Acer,Audio,1711.02,72,30
SKU08558,Audifonos Gaming Asus,Audio,1824.74,18,10
SKU08559,Mouse Ergonomico Logitech,Accesorios,1273.64,6,50
SKU08560,Touchpad WD,Accesorios,797.91,9,10
SKU08561,SSD BenQ,Almacenamiento,2835.95,8,10
SKU08562,Teclado Gaming HP,Accesorios,4337.15,25,10
SKU08563,SSD Corsair,Almacenamiento,3488.23,35,15
SKU08564,HDD Externo HyperX,Almacenamiento,1408.27,12,5
SKU08565,HDD Kingston,Almacenamiento,-,20,20
SKU08566,Teclado Corsair,Accesorios,948.79,8,25
SKU08567,Bocina Samsung,Audio,712.99,11,5
SKU08568,Audifonos Bluetooth Lenovo,Audio,2469.49,11,20
SKU08569,Barra Sonido Anker,Audio,2717.04,67,30
SKU08570,Notebook Seagate,Electronica,17214.11,72,NaN
SKU08571,Microfono Epson,Audio,3177.92,5,10
SKU08572,Notebook MSI,Electronica,14824.55,1,10
SKU08573,Fuente Poder Dell,Componentes,1588.36,118,50
SKU08574,Procesador,Componentes,14935.12,21,15
SKU08575,NAS HP,Almacenamiento,14265.80,49,20
SKU08576,Teclado BenQ,Accesorios,1293.71,12,5
SKU08577,Tarjeta Video Kingston,Componentes,13409.25,7,$100
SKU08578,USB Drive HP,Almacenamiento,282.18,11,50
SKU08579,Procesador,Componentes,9623.01,21,25
SKU08580,Monitor 4K WD,Electronica,16227.32,14,25
SKU08581,Teclado Samsung,Accesorios,1365.28,55,30
SKU08582,SSD LG,Almacenamiento,2966.41,4,10
SKU08583,HDD HP,Almacenamiento,2085.06,24,30
SKU08584,Microfono Razer,Audio,2919.92,16,25
SKU08585,Tarjeta Video WD,Componentes,14299.33,43,25
SKU08586,Procesador Razer,Componentes,7278.72,2,5
SKU08587,Chromebook Xiaomi,Electronica,12899.85,16,30
SKU08588,Mouse Ergonomico Samsung,Accesorios,352.93,cien,15
SKU08589,Stylus Gigabyte,Accesorios,1055.03,68,25
SKU08590,Bocina Bluetooth Kingston,Audio,2550.33,73,50
SKU08591,Stylus LG,Accesorios,1791.50,42,15
SKU08592,Bocina Corsair,Audio,1649.45,27,30
SKU08593,Tarjeta Video Logitech,Componentes,22099.10,26,10
SKU08594,Bocina Asus,Audio,559.87,35,20
SKU08595,SSD Apple,Almacenamiento,2797.25,31,25
SKU08596,HDD Kingston,Almacenamiento,1673.03,38,15
SKU08597,Bocina Anker,Audio,627.44,37,15
SKU08598,Teclado Gaming SanDisk,Accesorios,2100.39,$100,30
SKU08599,Teclado Razer,Accesorios,517.02,31,20
SKU08600,Procesador Samsung,Componentes,2557.03,3,500,5
SKU08601,Monitor SanDisk,Electronica,7408.62,23,10
SKU08602,Microfono MSI,Audio,2348.07,1,5
SKU08603,Monitor Curvo HP,Electronica,13469.92,33,15
SKU08604,Ultrabook LG,Electronica,19231.92,38,30
SKU08605,Mouse Gaming Gigabyte,Accesorios,1215.33,53,50
SKU08606,MicroSD Asus,Almacenamiento,566.67,32,30
SKU08607,Monitor Gaming TP-Link,Electronica,17070.70,14,5
SKU08608,SSD TP-Link,Almacenamiento, ,52,25
SKU08609,Monitor Gigabyte,Electronica,6844.43,7,15
SKU08610,Mouse Gaming Logitech,Accesorios,1496.16,68,25
SKU08611,Notebook Samsung,Electronica,11055.61,81,50
SKU08612,Teclado Mecanico Seagate,Accesorios,2305.52,127,50
SKU08613,Chromebook Samsung,Electronica,11167.76,78,30
SKU08614,Notebook MSI,Electronica,12684.52,7,25
SKU08615,Monitor 4K TP-Link,Electronica,14421.87,12,5
SKU08616,Microfono Seagate,Audio,2074.27,81,50
SKU08617,Tarjeta Video SanDisk,Componentes,8281.32,4,20
SKU08618,Ultrabook Canon,Electronica,abc,10,5
SKU08619,SSD Canon,Almacenamiento,2610.57,7,30
SKU08620,Audifonos Gaming,Audio,2418.44,13,5
SKU08621,MicroSD HP,Almacenamiento,516.33,3,30,-
SKU08622,Microfono USB Apple,Audio,1747.36,111,50
SKU08623,Mouse Ergonomico Canon,Accesorios,1101.45,51,30
SKU08624,SSD Asus,Almacenamiento,1316.06,69,25
SKU08625,MicroSD Samsung,Almacenamiento,171.55,25,10
SKU08626,Notebook Asus,Electronica,7308.60,52,25
SKU08627,Bocina Bluetooth SanDisk,Audio,1405.97,19,30
SKU08628,Teclado Gaming Apple,Accesorios,3978.61,16,50,null
SKU08629,Chromebook Apple,Electronica,11701.69,9,15
SKU08630,Notebook Anker,Electronica
SKU08631,Monitor 4K Acer,Electronica,22630.39,10,15
SKU08632,Bocina Dell,Audio,714.79,,15
SKU08633,Bocina Seagate,Audio,1113.88,39,15
SKU08634,NAS Corsair,Almacenamiento,5906.38,47,50
SKU08635,Bocina Bluetooth Razer,Audio,549.85,11,null
SKU08636,USB Drive MSI,Almacenamiento,103.48,cien,20
SKU08637,SSD Logitech,Almacenamiento,3628.46,18,25
SKU08638,Pantalla Portatil Razer,Electronica,5178.69,9,5
SKU08639,HDD Externo Gigabyte,Almacenamiento,2624.76,3,50
SKU08640,Bocina HyperX,Audio,647.71,13,10
SKU08641,Touchpad Asus,Accesorios,1353.19,19,30
SKU08642,Audifonos Gaming HP,Audio,875.53,11,5
SKU08643,NAS Samsung,Almacenamiento,6917.78,10,5
SKU08644,Mouse Gaming SanDisk,Accesorios,806.55,47,30
SKU08645,Touchpad Kingston,Accesorios,1437.38,25,50
SKU08646,Mouse Ergonomico Samsung,Accesorios,635.97,12,5,---,null,NaN
SKU08647,RAM MSI,Componentes,895.79,80,30
SKU08648,Procesador Xiaomi,Componentes,11683.76,3,50
SKU08649,Laptop Asus,Electronica,19407.09,2,15
SKU08650,RAM Acer,Componentes,2720.57,51,30
SKU08651,Funda Tablet,Accesorios,413.18,10,15
SKU08652,Chromebook Sony,Electronica,12401.82,145,50
SKU08653,Mouse Anker,Accesorios,296.09,3,5
SKU08654,MacBook Asus,Electronica,36797.16,43,25
SKU08655,Audifonos Bluetooth,Audio,632.57,74,30
SKU08656,Mousepad,Accesorios,393.71,3,5
SKU08657,MacBook Seagate,Electronica,29304.20,7,30
SKU08658,Audifonos HP,Audio,300.91,3,15
SKU08659,MacBook Asus,Electronica,22888.57,8,10
SKU08660,Audifonos Gaming Dell,Audio,1125.86,22,15
SKU08661,Tarjeta Video Epson,Componentes,19259.01,43,25
SKU08662,Microfono Epson,Audio,3116.54,6,15
SKU08663,Pantalla Portatil TP-Link,Electronica,4139.31,1,5
SKU08664,Audifonos Bluetooth Anker,Audio,590.08,54,20
SKU08665,Regulador,Energia,930.93,11,50
SKU08666,Microfono USB Razer,Audio,1977.87,13,5,$100,pendiente
SKU08667,Notebook Samsung,Electronica,16561.86,38,15
SKU08668,Monitor 4K Dell,Electronica,18624.58,113,50
SKU08669,Audifonos Bluetooth Kingston,Audio,571.53,3,5
SKU08670,SSD Kingston,Almacenamiento,3969.31,9,50
SKU08671,Laptop Xiaomi,Electronica,16190.53,35,15
SKU08672,Placa Base,Componentes,2490.07,25,20
SKU08673,Stylus Xiaomi,Accesorios,500.67,10,30
SKU08674,Tarjeta Video Epson,Componentes,14960.92,61,25
SKU08675,Barra Sonido WD,Audio,4720.36,13,30
SKU08676,Mouse TP-Link,Accesorios,475.94,5,5
SKU08677,Mouse Gaming HyperX,Accesorios,1174.05,---,30
SKU08678,RAM Anker,Componentes,2291.25,34,25
SKU08679,Mouse Sony,Accesorios,335.08,2,5
SKU08680,Monitor SanDisk,Electronica,11441.73,40,20
SKU08681,Audifonos Lenovo,Audio,326.01,16,15
SKU08682,MacBook,Electronica,33106.22
SKU08683,Monitor Curvo Dell,Electronica,5241.78,26,15
SKU08684,Teclado Gaming Apple,Accesorios,3363.80,69,50
SKU08685,Audifonos Samsung,Audio,412.13,48,50
SKU08686,Pasta Termica,Componentes,111.16,14,10
SKU08687,SSD Sony,Almacenamiento,-,74,25
SKU08688,Monitor Gaming,Electronica,14273.80,39,25
SKU08689,MicroSD Epson,Almacenamiento,430.49,42,15
SKU08690,Audifonos Bluetooth Gigabyte,Audio,1221.06,13,10
SKU08691,HDD Externo Gigabyte,Almacenamiento,1557.19,10,30
SKU08692,Audifonos Bluetooth BenQ,Audio,1338.56,38,25
SKU08693,Microfono Kingston,Audio,641.65,8,30
SKU08694,Stylus HyperX,Accesorios,784.85,83,TBD
SKU08695,Procesador Asus,Componentes,5649.13,131,50
SKU08696,NAS Asus,Almacenamiento,7870.46,42,20
SKU08697,Teclado Gaming MSI,Accesorios,2229.51,39,20
SKU08698,Audifonos Bluetooth Xiaomi,Audio,3072.28,#REF!,50
SKU08699,Monitor Curvo Seagate,Electronica,8672.24,12,5
SKU08700,Licencia Antivirus,Software,588.31,8,5
SKU08701,Mouse Gaming Lenovo,Accesorios,1393.89,37,20
SKU08702,Bocina Bluetooth Sony,Audio,862.55,13,5
SKU08703,Bocina Bluetooth SanDisk,Audio,3395.26,50,25
SKU08704,HDD Anker,Almacenamiento,2123.19,21,25
SKU08705,NAS SanDisk,Almacenamiento,19378.01,34,15
SKU08706,Ultrabook Gigabyte,Electronica,16030.07,1,10
SKU08707,MicroSD Lenovo,Almacenamiento,118.03,2,5
SKU08708
SKU08709,Capturadora Video,Video,5987.81,42,30,
SKU08710,Teclado Seagate,Accesorios,1218.52,21,10
SKU08711,Mouse Ergonomico Kingston,Accesorios,459.34,21
SKU08712,Tarjeta Video Sony,Componentes,10603.14,18,10
SKU08713,Mouse Gaming Dell,Accesorios,1595.81,12,5
SKU08714,Router Mesh,Redes,TBD,125,50
SKU08715,Touchpad Logitech,Accesorios,1496.51,68,30
SKU08716,MacBook Kingston,Electronica,21394.96,46,20
SKU08717,Microfono LG,Audio,1984.08,34,15
SKU08718,Cartucho Tinta,Impresion,$100,18,15
SKU08719,Stylus Razer,Accesorios,2128.05,32,15
SKU08720,Adaptador USB,Cables,234.83,11
SKU08721,Chromebook Razer,Electronica,7703.57,25,15
SKU08722,SSD TP-Link,Almacenamiento,722.67,1,5
SKU08723,Teclado Gaming Anker,Accesorios,1607.15,71,30
SKU08724,Audifonos Epson,Audio,447.70,16,10
SKU08725,Mouse Gaming Apple,Accesorios,1439.43,6,20
SKU08726,Microfono USB Anker,Audio,1653.47,14,5
SKU08727,Bocina Bluetooth Xiaomi,Audio,2011.83,132,50
SKU08728,Monitor 4K Samsung,Electronica,13819.17,14,30
SKU08729,Chromebook HyperX,Electronica,7806.17,42,30
SKU08730,Procesador Anker,Componentes,5995.67,vacio,25
SKU08731,Teclado Mecanico Lenovo,Accesorios,876.47,23,25
SKU08732,Mouse Ergonomico Samsung,Accesorios,1031.27,3,5
SKU08733,HDD Canon,Almacenamiento,618.13,14,15
SKU08734,HDD Externo TP-Link,Almacenamiento,2036.16,52,20,$100,INVALIDO
SKU08735,Tarjeta Video Canon,Componentes,12266.99,66,30
SKU08736,HDD Externo Asus,Almacenamiento,2036.38,57,25
SKU08737,Ultrabook LG,Electronica,28508.53,19,15
SKU08738,Pantalla Portatil Kingston,Electronica,2816.08,N/A,10
SKU08739,Audifonos Sony,Audio,308.45,N/A,30
SKU08740,MicroSD Acer,Almacenamiento,365.74,29,10
SKU08741,Audifonos Bluetooth Sony,Audio,1086.43,26,50
SKU08742,Teclado Gaming Samsung,Accesorios,2172.87,4,10
SKU08743,Touchpad Gigabyte,Accesorios,1878.55,61,25
SKU08744,HDD Xiaomi,Almacenamiento,624.99,null,5
SKU08745,Notebook Xiaomi,Electronica,15748.33,7,5
SKU08746,Teclado Mecanico WD,Accesorios,1246.87,9,20
SKU08747,Audifonos Gaming Dell,Audio,1026.91,82,abc
SKU08748,Audifonos Bluetooth WD,Audio,1158.13,4,10
SKU08749,iPad,Electronica,21837.86,8,10
SKU08750,Bocina Gigabyte,Audio,941.09,61,30
SKU08751,MicroSD Epson,Almacenamiento,318.45,15
SKU08752,Monitor Curvo Corsair,Electronica,11823.49,10,15
SKU08753,Cargador Inalambrico,Accesorios,942.25,115,50
SKU08754,Microfono HP,Audio,2278.70,6,5
SKU08755,Teclado Gaming,Accesorios,4351.52,18,20
SKU08756,MacBook Dell,Electronica,33192.78,29,25
SKU08757,Teclado Seagate,Accesorios,902.24,18,25
SKU08758,Notebook Corsair,Electronica,8550.05,27,20
SKU08759,Ultrabook Kingston,Electronica,21719.33,10,15
SKU08760,Teclado HP,Accesorios,1075.48,40,25
SKU08761,Mouse Ergonomico Sony,Accesorios,369.45,8,10
SKU08762,Camara Seguridad,Video,1131.98,38,20
SKU08763,Mouse HP,Accesorios,375.39,20,12..5
SKU08764,Monitor WD,Electronica,9624.79,20,N/A
SKU08765,MicroSD Asus,Almacenamiento,144.55,2,5
SKU08766,Ultrabook Acer,Electronica,13532.64,13,5
SKU08767,SSD Seagate,Almacenamiento,1490.07,44,15
SKU08768,Bocina Bluetooth TP-Link,Audio,1222.57,4,10
SKU08769,SSD Samsung,Almacenamiento,4190.28
SKU08770,Mouse Ergonomico Epson,Accesorios,1391.15,29,20
SKU08771,Stylus WD,Accesorios,2150.79,12,25
SKU08772,Toner,Impresion,777.37,8,10
SKU08773,Monitor Kingston,Electronica,11104.05,40,15
SKU08774,Teclado Mecanico Anker,Accesorios,1945.87,18,15
SKU08775,HDD Externo Asus,Almacenamiento,2335.43,30,10
SKU08776,USB Drive Dell,Almacenamiento,169.79,0,15
SKU08777,Audifonos BenQ,Audio,742.31,32,20
SKU08778,HDD LG,Almacenamiento,727.39,32,25
SKU08779,Mouse Gaming Canon,Accesorios,894.87,73,30
SKU08780,Mouse Epson,Accesorios,361.72,21,25
SKU08781,Teclado Seagate,Accesorios,529.23,56,20
SKU08782,Stylus TP-Link,Accesorios,2108.00,67,25
SKU08783,Teclado Gaming Sony,Accesorios,2257.91,97,50
SKU08784,Chromebook LG,Electronica,9639.60,13,15
SKU08785,Monitor 4K SanDisk,Electronica,17513.51,21,15
SKU08786,Teclado Gaming Razer,Accesorios,2220.07,18,30
SKU08787,Monitor Curvo Acer,Electronica,16075.86,22,10
SKU08788,Bocina Bluetooth HP,Audio,1898.24,28,15
SKU08789,Teclado Lenovo,Accesorios,539.50,49,20,$100,cien,inf
SKU08790,Monitor 4K Logitech,Electronica,20958.40,59,30
SKU08791,Monitor Gaming HyperX,Electronica,16879.84,42,20,None,---
SKU08792,Monitor Gaming MSI,Electronica,14274.13,18,10
SKU08793,HDD Sony,Almacenamiento,850.72,24,20
SKU08794,USB Drive HP,Almacenamiento,235.47,23,15
SKU08795,Pasta Termica,Componentes,284.82,11,15
SKU08796,HDD Asus,Almacenamiento,1552.45,44,15
SKU08797,Touchpad Sony,Accesorios,1028.47,12,20
SKU08798,Bocina Samsung,Audio,379.06,139,50
SKU08799,HDD,Almacenamiento,1977.10,7,5
SKU08800,Teclado Gaming BenQ,Accesorios,4144.94,17,30
SKU08801,Fuente Poder Acer,Componentes,2608.13,7,15
SKU08802,Monitor Curvo HyperX,Electronica,9905.84,24,15
SKU08803,Stylus Asus,Accesorios,999.85,37,20
SKU08804,Tarjeta Video WD,Componentes,18061.07,7,15
SKU08805,Pantalla Portatil Acer,Electronica,6514.38,3,20
SKU08806,Ultrabook HP,Electronica,22556.27,6,5
SKU08807,Fuente Poder Dell,Componentes,2584.90,29,10
SKU08808,Microfono USB Xiaomi,Audio,574.27,30,20
SKU08809,Audifonos Gaming Samsung,Audio,2429.78,7,5
SKU08810,Barra Sonido Logitech
SKU08811
SKU08812,Ultrabook MSI,Electronica,23325.02,14,15
SKU08813,Microfono Logitech,Audio,1932.94,118,50
SKU08814,USB Drive Apple,Almacenamiento,209.99,75,50
SKU08815,Mouse Ergonomico HP,Accesorios,571.19,14,5
SKU08816,Monitor 4K LG,Electronica,21242.29,28,10
SKU08817,Audifonos Bluetooth,Audio,1267.95,67,25
SKU08818,Bocina Bluetooth Apple,Audio,1924.96,24,30
SKU08819
SKU08820,Mouse Gaming Razer,Accesorios,2326.63,74,30
SKU08821,Monitor WD,Electronica,12579.04,cien,10
SKU08822,Chromebook WD,Electronica,5624.88,7,50
SKU08823,Monitor Logitech,Electronica,7307.90,19,15
SKU08824,Touchpad Gigabyte,Accesorios,2247.36,80,50
SKU08825,Mouse Ergonomico Kingston
SKU08826,USB Drive Dell,Almacenamiento,69.62,34,15
SKU08827,MicroSD Logitech,Almacenamiento,147.63,28,15
SKU08828,Monitor Razer,Electronica,6002.76,15,5
SKU08829,Pantalla Portatil Corsair,Electronica,3725.06,84,50
SKU08830,SSD Lenovo,Almacenamiento,3784.45,7,10
SKU08831,Teclado Mecanico Asus,Accesorios,4437.68,41,30
SKU08832,Monitor Gaming Epson,Electronica,11093.99,3,5
SKU08833,Audifonos Acer,Audio,438.84,82,30,None,#REF!,sin_dato
SKU08834,Audifonos Gaming Sony,Audio,1279.13,33,15
SKU08835,Touchpad Lenovo,Accesorios,541.73,24,50
SKU08836,Monitor 4K Razer,Electronica,NaN,15,15
SKU08837,RAM BenQ,Componentes,680.85,67,30
SKU08838,Stylus TP-Link,Accesorios,2131.79,19,25,INVALIDO
SKU08839,Monitor 4K Corsair,Electronica,11660.07,20,25
SKU08840,MicroSD Seagate,Almacenamiento,573.07,42,30
SKU08841,Monitor Gaming Epson,Electronica,17766.94,44,25
SKU08842,Audifonos Gaming HyperX,Audio,2153.36,3,50
SKU08843,Procesador,Componentes,11120.85,25,15
SKU08844,Lampara Escritorio,Accesorios,1532.00,6,5
SKU08845,NAS SanDisk,Almacenamiento,7610.87,15,5
SKU08846,RAM Logitech,Componentes,2604.80,5,10
SKU08847,HDD Externo SanDisk,Almacenamiento,2461.39,18,10
SKU08848,USB Drive Xiaomi,Almacenamiento,194.65,30,20
SKU08849,Mouse Logitech,Accesorios,366.56,44,50
SKU08850
SKU08851,Monitor 4K MSI,Electronica,22548.47,37,25
SKU08852,Teclado Gaming Anker,Accesorios,3488.90,26,15
SKU08853,Laptop Seagate,Electronica,18438.39,30,50
SKU08854,Ultrabook Anker,Electronica,12666.49,35,15
SKU08855,Laptop Corsair,Electronica,16637.35,18,20
SKU08856,NAS HP,Almacenamiento,11811.04,15,15
SKU08857,Teclado Gaming Canon,Accesorios,3091.37,26,20
SKU08858,Audifonos Gaming Asus,Audio,2382.41,5,20
SKU08859,Teclado Mecanico Gigabyte,Accesorios,3538.15,58
SKU08860,NAS HyperX,Almacenamiento,13828.70,57,25
SKU08861,Touchpad Gigabyte,Accesorios,1923.33,10,5
SKU08862,RAM Razer,Componentes,1606.02,32,15
SKU08863,Notebook Anker,Electronica,14288.22,14,15
SKU08864,SSD Razer,Almacenamiento,1036.72,5,10
SKU08865,Monitor 4K BenQ,Electronica,20531.61,6,5
SKU08866,Audifonos Gaming Gigabyte,Audio,812.89,4,15
SKU08867,Microfono USB Dell,Audio,1258.99,118,50
SKU08868,Ventilador,Componentes,608.56,38,15
SKU08869,Procesador Sony,Componentes,18272.03,43,15
SKU08870,Touchpad Corsair,Accesorios,1160.22,39,15
SKU08871,Barra Sonido,Audio,5335.55,8,15
SKU08872,Audifonos MSI,Audio,699.90,141,50
SKU08873,USB Drive Lenovo,Almacenamiento,94.48,62,25
SKU08874,Stylus Apple,Accesorios,1476.96,41,25
SKU08875,Teclado Gaming Epson,Accesorios,1787.96,7,10
SKU08876,Chromebook Epson,Electronica,8576.45,33,25
SKU08877,Mouse Ergonomico Sony,Accesorios,349.40,54,50
SKU08878,SSD Lenovo,Almacenamiento,cien,22,25
SKU08879,Laptop Sony,Electronica,19526.91,14,5
SKU08880,Teclado Mecanico Samsung,Accesorios,3775.78,91,50
SKU08881,Notebook Acer,Electronica,11808.26,12,5
SKU08882,HDD MSI,Almacenamiento,1251.61,12,10
SKU08883,MicroSD Corsair,Almacenamiento,337.33,23,25
SKU08884,HDD Externo HyperX,Almacenamiento,2728.87,50,30
SKU08885,Microfono Canon,Audio,2168.96,6,5
SKU08886,Pantalla Portatil Samsung,Electronica,5648.83,32,20,3,500
SKU08887,Monitor Corsair,Electronica,8461.97,4,50
SKU08888,Touchpad HP,Accesorios,498.11,1,5
SKU08889,Teclado Mecanico Anker,Accesorios,1868.66,45,15
SKU08890,MacBook Samsung,Electronica,30781.63,15,30
SKU08891,Mouse Gaming WD,Accesorios,1205.83,38,15
SKU08892,MacBook Kingston,Electronica,22875.92,22,15
SKU08893,Audifonos Gaming HyperX,Audio,1672.63,59,50
SKU08894,Ultrabook Xiaomi,Electronica,24397.35,3,10
SKU08895,Teclado Mecanico HP,Accesorios,1196.78,9,5
SKU08896,Ultrabook Corsair,Electronica,11562.16,9,10
SKU08897,Laptop Asus,Electronica,31050.30,25,30
SKU08898,Monitor Curvo SanDisk,Electronica,8181.00,60,25
SKU08899,Chromebook Apple,Electronica,7180.42,54,20
SKU08900,Laptop Acer,Electronica,19227.58,58,25
SKU08901,Tarjeta Video Samsung,Componentes,4750.55,,15
SKU08902,Mouse Xiaomi,Accesorios,301.42,24,30
SKU08903,HDD Externo TP-Link,Almacenamiento,1480.79,2,30
SKU08904,SSD Externo Lenovo,Almacenamiento,3636.30,6,25
SKU08905,Tarjeta Video Asus,Componentes,9527.68,7,20
SKU08906,Ultrabook Dell,Electronica,15164.83,13,30
SKU08907,Audifonos Anker,Audio,853.65,65,25
SKU08908,Teclado Mecanico,Accesorios,980.89,7,10
SKU08909,Bocina SanDisk,Audio,1454.72,5,10
SKU08910,HDD Externo Sony,Almacenamiento,1796.66,24,10
SKU08911,Notebook LG,Electronica,9616.10,27,30
SKU08912,Stylus BenQ,Accesorios,2052.89,10,5
SKU08913,SSD Externo MSI,Almacenamiento
SKU08914,Audifonos Razer,Audio,670.04,49,30
SKU08915,Monitor 4K Samsung,Electronica,16453.21,19,10
SKU08916,Stylus,Accesorios,1898.21,37,15
SKU08917,SSD Epson,Almacenamiento,2670.14,17,15
SKU08918,Audifonos Kingston,Audio,187.55,25,20,,N/A
SKU08919,Ultrabook WD,Electronica,24396.71,6,10
SKU08920,Mouse Ergonomico Corsair,Accesorios,451.10,17,20
SKU08921,MicroSD HyperX,Almacenamiento,903.72,18,10
SKU08922,HDD MSI,Almacenamiento,1869.39,58,25
SKU08923,Funda Tablet,Accesorios,696.89,24,15,#REF!,mil,muchos
SKU08924,Notebook Apple,Electronica,16121.74,29,15
SKU08925,Monitor Curvo Samsung,Electronica,4879.03,22,10
SKU08926,Stylus Xiaomi,Accesorios,2807.26,19,10
SKU08927,Touchpad Xiaomi,Accesorios,972.22,1,30
SKU08928,Monitor Curvo Dell,Electronica,15610.31,7,25
SKU08929,Laptop Razer,Electronica,18586.19,18,10
SKU08930,Monitor 4K Seagate,Electronica,23083.47,9,5
SKU08931,Mouse Ergonomico Sony,Accesorios,1013.75,141,50
SKU08932,Teclado Gaming WD,Accesorios,1236.96,48,25
SKU08933,Audifonos Bluetooth Kingston,Audio,2091.22,36,20
SKU08934,Bocina Bluetooth SanDisk,Audio,4350.74,30,25
SKU08935,Mouse Ergonomico Anker,Accesorios,550.02,37,20
SKU08936,Teclado Mecanico Epson,Accesorios,1354.91,5,50
SKU08937,Teclado Gaming Dell,Accesorios,2835.45,56,25
SKU08938,Extension Electrica,Energia
SKU08939,Notebook HP,Electronica,10989.87,5,5
SKU08940,SSD Xiaomi,Almacenamiento,3423.38,55,25
SKU08941,Tarjeta Video,Componentes,19585.46,12,vacio
SKU08942,Pantalla Portatil Seagate,Electronica,1947.35,22,10
SKU08943,MacBook HP,Electronica,31183.96,33,50
SKU08944,Monitor Gaming Canon,Electronica,10061.60,18,20
SKU08945,Mouse Dell,Accesorios,227.49,5,25
SKU08946,HDD SanDisk,Almacenamiento,1440.73,48,25
SKU08947,HDD Epson,Almacenamiento,1053.22,5,10
SKU08948,Microfono Dell,Audio,2361.87,-,50
SKU08949,Teclado Mecanico SanDisk,Accesorios,2282.91,11,25
SKU08950,MacBook SanDisk,Electronica,41887.81,13,15
SKU08951,Monitor Gaming BenQ,Electronica,9676.74,18,INVALIDO
SKU08952,Mouse Ergonomico LG,Accesorios,366.87,8,5
SKU08953,SSD Seagate,Almacenamiento,2248.07,68,25
SKU08954,RAM Asus,Componentes,2281.73,35,15
SKU08955,Monitor 4K MSI,Electronica,29067.85,55,25
SKU08956,Mouse Gaming Seagate,Accesorios,983.99,45,15
SKU08957,Barra Sonido Anker,Audio,2829.51,26,30
SKU08958,Microfono WD,Audio,1305.62,3,500,30
SKU08959,Mouse Razer,Accesorios,257.52,11,25
SKU08960,NAS Epson,Almacenamiento,14231.74,35,15
SKU08961,Bocina WD,Audio,1614.04,2,25
SKU08962,Microfono USB Kingston,Audio,1289.64,1,30
SKU08963,RAM Acer,Componentes,878.86,43,25
SKU08964,Barra Sonido Razer,Audio,4106.50,63,30
SKU08965,Control Gaming,Gaming,1428.98
SKU08966,Laptop Corsair,Electronica,23122.17,72,25
SKU08967,Cable Ethernet,Redes,92.95,30,20
SKU08968,Repetidor WiFi,Redes,649.43,null,30
SKU08969,Barra Sonido LG,Audio,muchos,18,50
SKU08970,SSD,Almacenamiento,1306.28,9,5
SKU08971,Audifonos Anker,Audio,582.90,6,5
